sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
"One member who joined in the mid @-@ 1980s recalled that Applewhite avoided new converts , worrying that they were infiltrators.","One member who joined in the mid @-@ 1980s recalled that Applewhite avoided new converts , worrying they were infiltrators.","One member who joined in the mid @-@ 1980s recalled that Applewhite avoided new converts ,",,0,worry,worrying,,that,"One member who joined in the mid @-@ 1980s recalled that Applewhite avoided new converts , worrying","One member who joined in the mid @-@ 1980s recalled that Applewhite avoided new converts , worrying they were infiltrators.",26.891036868095398,13.339558601379395
"In accordance with the garden metaphor , he stated that the Earth would be "" spaded under "".","In accordance with the garden metaphor , he stated the Earth would be "" spaded under "".","In accordance with the garden metaphor , he",,0,state,stated,,that,"In accordance with the garden metaphor , he stated","In accordance with the garden metaphor , he stated the Earth would be "" spaded under",62.71274507045746,10.529383659362793
Woodward notes that Applewhite 's teaching about the Earth 's recycling is similar to the cyclical perspective of time found in Buddhism.,Woodward notes Applewhite 's teaching about the Earth 's recycling is similar to the cyclical perspective of time found in Buddhism.,Woodward,,0,note,notes,,that,Woodward notes,Woodward notes Applewhite 's teaching about the Earth 's,89.32586407661438,10.055279731750488
"Applewhite also utilized New Age concepts , but he differed from that movement by predicting that apocalyptic , rather than utopian , changes would soon occur on Earth.","Applewhite also utilized New Age concepts , but he differed from that movement by predicting apocalyptic , rather than utopian , changes would soon occur on Earth.","Applewhite also utilized New Age concepts , but he differed from that movement by",,0,predict,predicting,,that,"Applewhite also utilized New Age concepts , but he differed from that movement by predicting","Applewhite also utilized New Age concepts , but he differed from that movement by predicting apocalyptic , rather than utopian , changes",52.62493512779474,11.780097007751465
"In addition , he stated that there were evil extraterrestrials , whom he referred to as "" Luciferians "" , who sought to thwart his mission.","In addition , he stated there were evil extraterrestrials , whom he referred to as "" Luciferians "" , who sought to thwart his mission.","In addition , he",,0,state,stated,,that,"In addition , he stated","In addition , he stated there were evil extraterrestrials , whom he",54.9639509144763,7.18203067779541
He argued that many prominent moral teachers and advocates of political correctness were actually Luciferians.,He argued many prominent moral teachers and advocates of political correctness were actually Luciferians.,He,,0,argue,argued,,that,He argued,He argued many prominent moral teachers and advocates of,59.317739725112915,11.366158485412598
"In the late 1980s , the group kept a low profile ; few people knew it still existed.","In the late 1980s , the group kept a low profile ; few people knew it still existed.","In the late 1980s , the group kept a low profile ; few people",,0,know,knew,,none,"In the late 1980s , the group kept a low profile ; few people knew","In the late 1980s , the group kept a low profile ; few people knew it still existed.",16.946484595537186,1.4076111316680908
"He explained that everything "" human "" had to be forsaken , including the human body , before one could ascend.","He explained everything "" human "" had to be forsaken , including the human body , before one could ascend.",He,,0,explain,explained,,that,He explained,"He explained everything "" human "" had to be",61.14498108625412,10.915668487548828
Davis speculates that this rejection may have encouraged him to attempt to leave Earth.,Davis speculates this rejection may have encouraged him to attempt to leave Earth.,Davis,,0,speculate,speculates,,that,Davis speculates,Davis speculates this rejection may have encouraged him to,45.45064903795719,17.048534981906414
"This proved to be a difficult endeavor , particularly for the aging Applewhite : he was in poor health and , at one point , feared that he had cancer.","This proved to be a difficult endeavor , particularly for the aging Applewhite : he was in poor health and , at one point , feared he had cancer.","This proved to be a difficult endeavor , particularly for the aging Applewhite : he was in poor health and , at one point ,",,0,fear,feared,,that,"This proved to be a difficult endeavor , particularly for the aging Applewhite : he was in poor health and , at one point , feared","This proved to be a difficult endeavor , particularly for the aging Applewhite : he was in poor health and , at one point , feared he had cancer.",11.211500316858292,12.266444206237793
